id,protein,gene_symbols
1464,B4DNN4;P23921;B4DS95;B4E0I8;Q53GZ5;E9PL69;B4DXB0;B4DXD1,RRM1
1465,B4DPC0,B4DPC0
1466,F5GYN4;J3KR44;B4DPD5;Q96FW1;Q659F9;F5H6Q1;F5GYJ8,OTUB1;DKFZp564E242
1467,P13797;Q53GY0;B4DPW9;A0A0A0MSQ0;Q96HI1,PLS3
1468,B4DVV1;F5H4B6;B4DQ15;Q8IZ83,ALDH16A1
1469,B4DQE4;B6ZGU2;F1D8R3;P10588,NR2F6
1470,B4DQG8;Q9NPF5;Q5TG40;Q5TG38;Q5TG39,DMAP1
1471,B4DQU6;D3DUR9;Q8TF68;F5H8L7;E9PHB3;A9X425;A9X424;F5H105,ZNF384
1472,Q9BQI6;B4DR33;I6L9F1,ANKRD32
1473,B4DR80;Q6P0Y1;Q5U0E6;B4DT57;Q9Y6E0;H0Y630;Q6FG81;Q5JV98;B4DMR0,STK24;HEL-S-95
1474,Q6P3X3;B4DRC7;A0A3B3IS02,TTC27
1475,Q5JVZ5;B4DRL5;Q96JJ3;Q5JVZ8;Q5JVZ4;B7Z1S8,ELMO2
1476,Q9NUU7;B4DS24;I3L0H8;Q9UMR2;H3BQK0;Q7Z4W5;A0A0U4B4U6;F6QDS0;Q53G16;Q9HBZ9;Q2NL95;I3L352;Q69YM2;A0A024QZ90;Q68DY7;B4DL69;Q59FQ9;H3BTB3,DDX19A;DDX19B;DKFZp762C1313;hCG_1998531;DKFZp686C21137
1477,B4DSJ9;Q5SVZ6;Q9H5R2,ZMYM1
1478,Q2M3X1;B4DSN8;Q9UGU5,HMGXB4
1479,E7ERS3;B4DTK7;Q86VM9,ZC3H18
1480,B4DTL8;E9PGC0;B4DTX4;P20936;A0A024RAL2,RASA1
1481,H0YDK8;E9PR38;B4DU15;Q5T1Z4;Q5T1Z8;Q14671;B3KU37;H0YEH2,PUM1
1482,B4DWR5;B4DU44;P07476,IVL
1483,B4DUF1;Q59ET0;E9PGM4;B4DNJ3,GBE1
1484,B4DUQ1;Q5T6W2,HNRNPK
1485,B4DUX0;O00154;K7EKP8,ACOT7
1486,Q96KP4;B4DV28;B4DPF1;Q9NW02;Q9NUV1,CNDP2
1487,B4DV94;B4E1J0;B4E0K4;Q96AQ6,PBXIP1
1488,B4DVJ0;B4DE36;A0A0A0MTS2;A0A2U3TZU2;P06744;A0A1W6AYU6;K7EQ48,GPI
1489,B4DVR4;O60504;E5RJP2;E5RIA0;H0YB51;Q9BT70,SORBS3
1490,J3QLE5;Q6LBS1;Q66K91;Q5XPV6;B4DVS0;X5DP00;Q53HE7;Q15182;P63162;P14678;Q9UIS4,SNRPN;SNRPB
1491,H7C0E5;B4DVT8;H7BZM7;O75312,ZPR1
1492,B4DWC4;Q6FIC5;Q9Y696;B3KTR3;Q9NVF8,CLIC4
1493,B4DWG1;Q9Y6Y8;B3KM47;B3KN10,SEC23IP
1494,B4DWI8;Q8WXF1;A0A024RDP4;X6RDA4,PSPC1
1495,B4DWS6;D3DR22;Q53GQ0;B3KQJ0;A0A1B0GVY6;A0A1B0GV93,HSD17B12
1496,B4DWV5;Q9HAV7,GRPEL1
1497,B4DWZ7;Q9NS86;B3KTN5,LANCL2
1498,F5H6I7;B4DXC4;Q6DD88,ATL3
1499,B4DY09;F4ZW62;Q12905;Q53FG3;F4ZW63,ILF2
1500,Q96GX9;B4DY17;S4R3D6,APIP
1501,S4R3D2;B4DYP5;Q3ZTS7;Q8IZ07;H0YIN8;B4DDL0,ANKRD13A;ANKRD13
1502,G8JLD5;D3DUW7;D3DUW6;B4DYR6;D3DUW5;O00429;Q32Q67,DNM1L
1503,B4DYR8;Q8NAP3;A0A1B0GV48;D6RBC4,ZBTB38
1504,B4DYY5;F8W726;B4DZJ6;Q14157,UBAP2L
1505,B4DZF6;Q59F94;Q9NRR5;D3DVA8,UBQLN4
1506,B4DZJ7;O00267;B4E0Q4;B4DJK4,SUPT5H
1507,Q6PG44;B4DZK6;O75330;Q6NSC0,HMMR
1508,B4DZR9;Q9UQR0;B4DRC2,SCML2
1509,E7ENZ3;B4DZT5;V9HW37;P48643;B4DE30;B4DYC8;B7ZAR1;B4DDU6;B4DXI1;E9PCA1;Q9BU08;B4DX08;Q96GI1;B4DZY9,CCT5;HEL-S-69
1510,B4E014;Q9UBD5;B7Z8A5;B7ZAI3,ORC3
1511,B4E071;Q5SY74;Q53FM2;B2R9C5;Q96IY1,NSL1;C1orf48
1512,B4E074;B4E303;Q9NVX2;A0A0A0MRH0;K7EN33,NLE1
1513,B4E0G0;J3QKK3;O43502;Q7KZJ0,RAD51C
1514,B4E0K0;Q5JRG1;H7BYF2;Q9BVL2;B3KW23,NUPL1
1515,B4E0N6;Q969X5,ERGIC1
1516,B4E0X8;A0A384MDX9;Q96AE4;A0A1Z1G4M2;E9PEB5;B4DT31;B4DWL1;Q59FU3;Q6PJY1,FUBP1
1517,B4E1H5;Q12834,CDC20
1518,Q7L4X7;Q96CS0;Q53YP0;B4E1N4;Q9NZM5;B4DVK1;B4E013;B4DND9,GLTSCR2
1519,O95486;B4E205,SEC24A
1520,B4E215;Q8IWV8,UBR2
1521,B4E223;Q68D10,SPTY2D1
1522,B4E240;Q92575;B3KTD5,UBXN4
1523,B4E272;Q86XK2;B3KUR1,FBXO11
1524,B4E2E1;O95487;B4DTM6,SEC24B
1525,B4E2S2;Q9UKK3,PARP4
1526,O95155;B4E2Y2;K7EP75,UBE4B
1527,B4E2Z3;F5GZS6;J3KPF3;P08195;A0A024R599;H0YFS2;F5H0E2,SLC3A2
1528,B4E3L3;Q96RU2;G3V1N5,USP28
1529,Q6IBR8;B5BU01;P20042;Q96I16,EIF2S2
1530,P0DN76;B5BU08;Q01081,U2AF1
1531,B5BUB5;P05455;Q14730;E7ERC4,SSB
1532,B5BUI8;P51452;K7ES89,DUSP3
1533,B5MBZ0;Q9HC35;A6P4V4,EML4
1534,B5MC31;Q9NW38;B4DN24;A0A087X0C0;C9J512;H7C1M0;C9JZA9,FANCL
1535,H6U5S2;H6U5S3;B6E4X6;Q2XSC7;Q5U0E4;A0A386NCB1;B4DNI2;H2EHT1;A0A0U1RQC9;A0A386NC20;A0A386NC22;A0A386NC55;A0A386NC62;P04637;A0A386NCA6;A0A386NDA8;K7PPA8;E5RMA8;A0A386NG45;A0A386NFY2;A0A386NFX3;A0A386NDB3;A0A386NCX4;A0A386NCW8;K7PPU4;A0A386NCU2;Q1MSW8;B4E095;H6U5S4;B4DMH2;Q1MSX0;H6U5S5,TP53
1536,D2CVN5;B7SBB1;D0EKE5;C0JXB8;C8CHN4;C8CK04;C8CK05;D0EKE4;D0EKE6;D5LTB3;G9I2H4;O00170;A5JGZ4;E9PMH2;C0JXB9,AIP
1537,Q584P1;B7Z3Y2;B7Z8A2;Q9UHG3,PCYOX1
1538,B7Z481,B7Z481
1539,B7Z4B1,B7Z4B1
1540,B7Z4B2;E9PLK3;B7Z899;P55786;B3KU93;B7Z1H4;B3KTP2;B7Z6T6;B7Z1V9;A6NEC2,NPEPPS;NPEPPSL1
1541,Q53FI7;B7Z5V0;B7Z6U8;B7Z5T3;B7Z4B7;Q13642;Q5JXI2;B7Z9A1;A0A494C0D6;Q5JXI8;Q5JXI3;Q5JXH7;Q5JXH8;A0A0D9SFZ9;Q5JXH9;A0A0D9SFB0;A0A0D9SFI6,FHL1
1542,B7Z4Y0;Q9Y320;B2R7I0,TMX2
1543,B7Z5P4;Q308M8;B7Z7F3;Q53GE1;Q9H6Z4;A0A384ME25;K7ESQ0,RANBP3
1544,Q9H4Z3;B7Z5U5,PCIF1
1545,Q86XZ2;Q58EX4;B7Z5X1;Q562F2;Q59EK0;Q16537;B7Z7C0;B5BTZ7,PPP2R5E
1546,B7Z637;Q8IUR7;G5E9V7;G5E9V6;C9J2I1;B7Z979;B7Z5P0,ARMC8
1547,F8W6A0;B7Z8M9;B7Z695;Q8NEY8;F8WF16;B7Z615;B7Z8L1;F8W0Q9,PPHLN1
1548,Q6FGR6;B7Z6D1;P19387;B7Z377,POLR2C
1549,B7Z6D5;Q96GQ7;B3GQE6;Q53G15,DDX27
1550,B7Z6H4;O14802,POLR3A
1551,B7Z7P8;P62495,ETF1
1552,B7Z9F3;O75431;C9JNK6;C9JAZ1;B3KM74,MTX2
1553,Q8IW76;B7ZKK7;P19525;Q05CP4;Q6PK38,EIF2AK2
1554,H0YNH8;B7ZKM6;Q9BZF9;F5H2B9;B7ZKM7,UACA
1555,B7ZKS3;Q86UV5;B7ZKR8,USP48
1556,B7ZL21;Q8IZL2,MAML2
1557,D6W5G0;B7ZLC4;Q2M2I8;Q9BUD9;E9PG46,AAK1
1558,Q8TEQ6;B7ZLC9,GEMIN5
1559,B7ZLQ5;A0A0A0MRP6;P28370;Q86UA8,SMARCA1
1560,B7ZLW0;Q93052;A0A087WZF1;C9JUT4;B7Z8W0;B7Z871,LPP
1561,B7ZMF2;Q9NVI1;F8W7R3;B3KNW8;H3BP78,FANCI
1562,H3BTW3;B7ZML1;Q3L8U1;Q461N2;B4DR07,CHD9
1563,B8XCX8;B8XCX7;Q9H2F5,EPC1
1564,H7C173;B8ZZ87;Q6NZ67;H7BZ50;H7C202;A0A494C0V9;Q6P582,MZT2B;MZT2A
1565,B9A018;Q53GS9;B7Z7L9;A0A087X1B2,USP39
1566,D3DP75;B9A6J2;Q15042,RAB3GAP1
1567,B9EG70;Q14207,NPAT
1568,J3KMX2;B9EGA3;Q92925;J3QWB6,SMARCD2
1569,B9EGI2;Q6WCQ1;U6FSN9;A0A494BZV2;J3KSW8;H0Y2S9,MPRIP;Mprip-Ntrk1 fusion gene
1570,Q9Y2X0;K7EKS6;B9TWZ8;U3KQ43;B9TWZ6;B9TWZ9;B9TX00;B9TX01;U3KQB4;B9TX02;B9TX03,MED16
1571,C9J0I9;Q86WB0;A4D1L4,ZC3HC1;NIPA
1572,C9J0K6;P30626,SRI
1573,C9J384;D3DN44;Q9BQ75;B3KW72,CMSS1;hCG_2023567
1574,C9J494;Q9H000,MKRN2
1575,C9J4K0;Q9BVC5,C2orf49
1576,C9J5D1;E7EQ69;Q9GZZ1;C9JZU6;C9J5J3;A0A0D9SF32;A0A087WWJ2,NAA50
1577,C9JA93;Q8TC07;A8K8E1,TBC1D15
1578,E9PQX9;C9JCC6;Q14919;E9PNC7,DRAP1
1579,C9JEJ2;P49585;C9J050;D3DXB2;B4E322;B2R8P1;C9J2E1;H7C1T3,PCYT1A;hCG_2002711
1580,Q13098;C9JFE4;A8K070;A0A096LPJ3;A0A096LP07;B4DND6,GPS1
1581,C9JI46;Q8N3X6,LCORL
1582,C9JL85;Q69YG1;P58546,MTPN;DKFZp761E1322
1583,C9JXB8;C9JNW5;V9HW01;P83731,RPL24;HEL-S-310
1584,C9JQD4;Q6FH57;Q6FH36;O43447,PPIH
1585,C9JQV0;Q9BRJ6,C7orf50
1586,C9JVP0;Q9UPW0;H7C1Y6,FOXJ3
1587,C9JWJ8;Q7Z3K7;K7EN08;Q14938;B4DHW2;K7ESG9;K7EKH0;K7EJB0,NFIX;DKFZp686I05275
1588,Q68DU0;C9JZR2;O60716;Q96FS1;Q7KZJ3;A0A024R4Z0;A0A024R4Y7,DKFZp781O2021;CTNND1
1589,C9K025;P18077;F8WBS5;F8WB72,RPL35A
1590,D0PNI1;P63104;B0AZS6;E7EX29;B7Z2E6;H0YB80,YWHAZ
1591,Q8N4P8;D2CFK9;Q9BZE4;Q53GS0;B4DHR2;O60747,GTPBP4
1592,D3DN56;Q9H6G9;Q9H6A7;C9JA69;A8K6U2;Q8WY36;Q6ZNU6,BBX
1593,Q5T123;Q86Z22;D3DPK5;Q9H299,SH3BGRL3;HEL-S-297
1594,D3DPS3;Q3KQU3;Q6NX58;B3KU03,RPRC1;MAP7D1
1595,D3DQ70;Q8NC51;Q63HR1;Q5VU21;D3DQ69,SERBP1;DKFZp686P17171
1596,H7BXY5;D3DQ79;Q0ZGT2;B4DUN9;E7EUA0;B4DDI0;E7ETM8,NEXN
1597,D3DR32;Q96Q89,MPHOSPH1;KIF20B
1598,D3DS96;Q9NRL2;Q59G54,BAZ1A
1599,O43822;D3DSL5;Q59F82,C21orf2
1600,D3DSQ0;Q15154;B9EIS5;A2RUU9;H0YBA1;A0A088AWL4;B4DJ00,PCM1
1601,D3DSQ1;Q13510;A0A1B0GV06;A8K0B6;Q53H01;A0A1B0GUH5;A0A1B0GTZ5;A0A1B0GTM3;A0A1B0GUA4;A0A1B0GW68;E7EMM4;A0A1B0GUW4;A0A1B0GUG1;A0A1B0GUE3;B3KUZ6;A0A1B0GTP7,ASAH1
1602,D3DSR2;P05423,POLR3D
1603,D3DT44;P48507,GCLM
1604,H3BV80;H3BMM9;H3BTC0;D3DU92;Q15287;H3BPG5;H3BMS0,RNPS1
1605,D3DUE6;D3DUE7;Q49A26;K7EMM8,N-PAC;GLYR1
1606,P60903;D3DV26;Q6FGE5,S100A10
1607,D3DVA5;V9GYM8;Q92974,ARHGEF2
1608,D3DVC4;P48681;Q05BW3;A5PKT9,NES
1609,D4Q8H0;Q9NYL2;C9J3F7;A8K710,pk;ZAK
1610,D6RDV0;D6RA37;D6RIY7;Q13454;A0A0A0MTC2,TUSC3
1611,D6RAT0;Q6NXR8;P61247;A8K4W0;D6RG13;D6RB09;D6R9B6;H0Y9Y4;B7Z3M5;E9PFI5;D6RAS7;H0Y8L7,RPS3A
1612,D6RCD0;Q8NBQ5,HSD17B11
1613,D6RE83;V9HW74;P09936;B2RD14;D6R956;D6R974;A6NLJ7,UCHL1;HEL-117
1614,D6REL5;Q6UWZ7,FAM175A
1615,D6RG15;Q6IBS0;H0Y858,TWF2
1616,D6RGG3;Q99715;A0A087X0A8;B9EJB8,COL12A1
1617,D6RIY1;D6RGK3;D6RIV9;D6RIE8;Q16594;D6RHW1,TAF9
1618,D6W4Z6;P31350;A0A286YFD6;C9JXC1;B3KS26;Q8N6S3,hCG_23833;RRM2
1619,D6W625;Q13111,CHAF1A
1620,Q6LAP8;D9HTE9;P53007,SLC25A1
1621,D9IAI1;P30086;A0A0K0K1J6;B4DRT4;V9HW05,HEL-S-34;PEBP1;HEL-210
1622,D9MXF4;Q9Y2M0;H3BQ24;X5DRB9;X5D9F0,FAN1
1623,D9YZV5;A0A0K0K1I0;Q15657;H0YKX5;Q8TCG4,TPM1
1624,D9ZGF2;P12111,COL6A3
1625,Q13464;D9ZGF8;A0A0U1RQV4,ROCK1
1626,E1NZA1;Q92616;A0A024RBS1,PRIC295;GCN1L1
1627,E3UVQ2;H7C231;H7BZ37;H7C2V9;A6NE70;B3KTC2;H9A532;Q6W2J9,BCOR-RARA;BCOR
1628,Q6FGM6;E5KN59;E5KN55;Q08752;H0Y8J0,PPID
1629,E5KND5;Q96RP9;C9IZ01;E5KND7;D3DNL3;F8WAU4,GFM1
1630,E5KNY5;P42704;B4DSR0,LRPPRC
1631,E5KRK5;P28331;B4DJ81;A0A291FIZ5;Q9P1A0,NDUFS1
1632,H7BYN3;Q6LES8;E5KSX8;E5KSU5;Q00059;Q05D31;Q3SX57,TFAM
1633,E5KTA5;P13051;Q68DM5;F5GYA2;Q6FHS8;E5KTA6;B4DRT6,UNG;DKFZp781L1143
1634,Q9BRT9;E5RFF9,GINS4
1635,E5RFX4;V9HWH0;Q96KB5,PBK;HEL164
1636,E5RIW3;Q6FGD7;E5RJD8;O75347;E5RHG6;E5RIX8,TBCA
1637,E7DVW5;Q01469;I6L8B7,FABP5
1638,E7EV99;E7ENY0;P35611;Q4TT76;Q96D30;A0A0A0MSR2;D6RF25;H0Y9H2,ADD1;LA04NC01-25A3.2-001
1639,E7EPN9;Q9Y520,PRRC2C
1640,Q6NUR7;E7EQR4;P15311;V9HW42;B2R6J2;B7Z5V2;B7Z437;J7M2B1,EZR;HEL-S-105;EZR-ROS1
1641,E9PES6;E7ES08;E7EQU1;O15347,HMGB3
1642,E7EQY4;E7EV10;Q9BTC8;E9PCS8;D6W5A2,MTA3
1643,Q05397;E7ESA6;Q658W2;H0YBP1;Q59GM6;Q59GN8;B4DH13;A0A059VC25;H0YBZ1;H0YB16;Q8N9D7;I6L996;E9PEI4;A0A024R9H6;B4DWJ1,PTK2;DKFZp666O0110;FAK
1644,E7ESY4;Q13330;Q59FW1;H0Y4T7,MTA1
1645,P27816;E7EVA0;A0A024R2V0;Q86Y04;B4DM10,MAP4
1646,E7EVZ1;Q86UP3,ZFHX4
1647,E7EW18;Q53EV2;P06746;E5RIJ0;H0YBJ0;I1WZN9,POLB
1648,E7EWE8;Q8WUP2;D6RAI6;E7EPI5;E7EN81;D6R9I4;D6RA19,FBLIM1
1649,Q15596;E7EWM1;Q569J4,NCOA2
1650,P05166;E7EX59;Q59GV0;E9PDR0;A0A1B2JLU8;C9JQS9;E7ETT1;E7EUY3;E7ETT4;B7Z8A8;E9PEC3;F8WBI9;B7Z7U9;Q9HBR7,PCCB
1651,E7EX90;Q6MZZ3;Q14203;Q6AWB1;Q6AWB3,DCTN1;DKFZp686I0746;DKFZp686E0752;DKFZp686E191
1652,E7EXA6;Q8WVB6;Q96S08;A0A0D9SF58,CHTF18;RUVBL
1653,P63244;E9KL35;J3KPE3;H0YAF8;H0Y8W2;D6RAC2;H0YAM7;D6R9L0;D6R9Z1;D6RHH4;D6RFX4;D6REE5;B4DVD2,GNB2L1
1654,E9KL44;H0YFD6;P40939;B4DDZ5;B4DRH6;A0A2R8Y4F5;A0A2R8YG21,HADHA
1655,Q75MX6;E9PFE2;Q59FS0;Q9UHL9;H7C4Q8,GTF2IRD1
1656,E9PGC8;P78559;A8K4T7;Q7Z5F9;Q504X9,MAP1A
1657,Q4KMR5;E9PH99;Q9Y4E5;Q96JY2,ZNF451
1658,E9PHV5;P28290;B4E2E5;E7EUL7;B3KXT1,SSFA2
1659,E9PHV6;Q53TD0;P23497;B4E2B9;C9JBL0,SP100
1660,O43491;E9PHY5;E9PK52;E9PII3;I6L9B1;Q59FD8;A0A2R8Y5B3,EPB41L2
1661,E9PIE4;Q9Y6C9;Q53G34,MTCH2
1662,E9PJD7;Q6ZMK1;E9PQ42,CYHR1
1663,E9PJD9;Q9BQQ5;E9PLL6;Q6NZ52;P46776,RPL27A;L27a
1664,Q9Y3T1;E9PJF5;H0YCF7;G5E9I4;Q9HCU9,DKFZp564A063;BRMS1
1665,E9PJN1;O75676;A0A0A6YYC0;B4DPV1;Q86VU2;A0PJF8,RPS6KA4
1666,E9PS17;E9PK59;Q96KG9;E9PPN3,SCYL1
1667,H7BXH2;E9PKF6;Q5H9R7;B4DTT7;E9PQP7;B4E0C2;A0A024R5F3,PPP6R3;SAPS3
1668,F8VSA6;E9PS38;S4R3E9;E9PL57;Q15843,NEDD8;NEDD8-MDP1
1669,E9PLA9;Q14444;B4DSF8;G3V153;B3KXU8,CAPRIN1
1670,E9PLP8;Q12996;B4DFQ5;B4DMA4,CSTF3
1671,E9PM92;O00193;E9PRZ9,C11orf58;SMAP
1672,E9PQC4;Q9BZD4;A0A024R8Y0,NUF2;CDCA1
1673,E9PR30;P62861,FAU
1674,F1D8Q5;Q6P3U7;P19793;A0A087WZ88;F1D8Q7;B6ZGT6;B2R7C0;P48443,NR2B1;RXRA;RXRG;NR2B3
1675,P24468;F1D8R0,NR2F2
1676,F1T0L5;Q8N8A6,DDX51
1677,F2Z2W7;Q8IZ69;B4E213,TRMT2A
1678,Q0VG75;F2Z2X4;Q9C0E2;Q8IVQ8;Q86VC1,XPO4
1679,F2Z3H6;Q9BQE9;F8WE18;F8WDZ4;Q4VC05,BCL7B;BCL7A
1680,F5GWD3;Q13889;H0YFF7;F5H6X0;A0A087WYD5;F5GXG6;F5GX35;F5H4K7;Q8NEI1,GTF2H3
1681,V9HWC5;F5GWE5;Q6NUL6;Q00169;I3L471;I3L4U7;B4E1U1;I3L4H1,HEL-S-36;PITPNA
1682,Q5HYJ3;F5GX09,FAM76B
1683,F5H5V4;F5GX23;J3KN29;O00233;F5H7X1;F5H169,PSMD9
1684,I3L521;F5GXV8;Q59EQ8;F5GY08;Q6IRX3;J3KPD3;Q9Y580;F5H606,RBM7
1685,F5GXX5;P61803;Q53G02;F5H895;A0A0B4J239,DAD1
1686,F5GYV5;F8WCT1;H7BZV4;B2RE15;A0A0C4DG62;Q8TEM4;Q66PJ3;A0A0C4DH18;F5H7X4,ARL6IP4;FLJ00169
1687,F5GZ90;Q9NZJ0,DTL
1688,F5H0F9;Q9UJX4,ANAPC5
1689,F5H1S8;Q14165;F5GX14;H0YG07,MLEC
1690,F5H365;Q15436;B4DSQ5;B4DF60;B4E0Q9,SEC23A
1691,F5H442;Q99816;D3DQY6,TSG101
1692,F5H6E2;O00159;B7Z3E5;D3DTH7;B7Z9C0,MYO1C
1693,F5H7W8;Q96C57;F5H3K2;E7ENF1;B4DRA4;F5H8B7;G5EA44;B4DWJ9,C12orf43
1694,F5H848;Q9H337;F5H7L3;E7EV44;A0A075B6T9;B4DXW5;A0A088AWK7;Q2TB61;Q14587,ZNF268
1695,R9TJD7;F6R0L0;B4DRM7;Q8NDZ2,SIMC1
1696,F6T1Q0;Q6L8Q7,PDE12
1697,F8VPD4;P27708;Q53SY7,CAD
1698,J3QK86;J3KPG5;F8VU39;Q9UIF9;A0A0C4DGI9,BAZ2A
1699,F8VVT7;Q9HD42;B4DXN3;F8VUA2,CHMP1A
1700,F8VY02;V9HW71;P30040,ERP29;HEL-S-107
1701,F8VYN9;P40616;B4DR16,ARL1
1702,F8W0J4;O95619,YEATS4
1703,P60660;F8W1R7;G3V1V0;J3KND3;B7Z6Z4;G3V1Y7;Q6IBG5;F8VPF3;G8JLA2;F8W180;F8VZU9,MYL6
1704,F8W7C6;A0A087WV22;X1WI28;X5D2T3;P27635;H7C123;H7C2C5;X5D7P1,RPL10
1705,Q53XR2;F8W8D3;Q14493;H7C4H8;B3KSC5;H0YAE8;E7EUV9;B4DUW7;B3KST9,SLBP
1706,F8W8I6;P31483;Q59G98;C9JTN7;E5RGV5,TIA1
1707,Q6IPN0;F8W914;Q9NQC3;A0A0U1RQR6;Q53SY1;A6XGP7;H7C106;D6W5C2;Q3LIF4,RTN4;NOGOC;Nbla00271
1708,Q9Y6M1;F8W930;B4DKT5,IGF2BP2
1709,F8W9J4;Q03001,DST
1710,F8WA11;Q7Z460;B7Z5R7;B7Z4E5;B7Z7Q8;H0Y5T1;B7Z7C4;Q68D09;B7Z2P0,CLASP1;DKFZp686D1968
1711,F8WAJ0;B4DYZ1;Q9H8H2,DDX31
1712,F8WCF6;P59998;F8WDD7;H7C0A3;A0A0A6YYG9;Q9H7Z5,ARPC4-TTLL3;ARPC4
1713,Q8N1G0;F8WCX2;H0Y5I5,ZNF687
1714,G1UCX3;Q96ER3,SPACIA1;SAAL1
1715,G1UI16;Q29RF7,PDS5A
1716,G1UI32;V9HWC3;O00764;F2Z2Y4,PDXK;HEL-S-1a
1717,G3V1B3;M0R181;Q6IAX2;Q59GK9;P46778,RPL21
1718,G3V1C3;Q9BZZ5;H0YER7,API5
1719,P54821;G3V2N3,PRRX1
1720,G3V4P8;P60983,GMFB
1721,G3V529;Q9GZR7;B4DM03;B4DKV2;F5GYL3;B4E300;Q59FS7;A0A1W2PRR2;A0A087WXU8;Q7Z4X3,DDX24
1722,G3XAG1;Q96ME7;B4DES6;B7Z9P6;Q658M0,ZNF512;DKFZp666L156
1723,H3BQM0;G4U4J3;Q53F79;A0A024R6Q7;Q8NDF8;B4DRJ7;Q5EBM7;E9PC61,PAPD5
1724,G5E9A6;Q6P453;P51784;B3KP28;B4DGK3,USP11
1725,G5E9C0;Q9HB58;C9JZQ4;E7EM70;Q6PJR6;Q2I9M2,SP110
1726,Q92879;G5EA30;A0A0J9YXJ0;A0A1B0GUN8;E9PC62;A0A1B0GU44;B4DS31;A0A0J9YX66;B2RA86;Q5VZZ6;B4DDE7;B4DT00;V9GYD9;B4DSZ2;E9PKU1;F5H0D8;E9PSH0;E9PQK4;F5H4Y5;O95319,CELF1;CELF2
1727,G5EA36;P30260;B4DL80,CDC27
1728,M0QYT5;G8JLK1;Q9NZ43,USE1
1729,H0UI66;O75362;A8K2T5,ZNF217
1730,X6RLT1;H0UI80;Q8IXH7,NELFCD;TH1L
1731,H0UI99;H0UI97;A0A0S2Z5X3;A0A0S2Z6H0;Q8N5A5;V9GY48,ZGPAT
1732,H0Y2W2;Q96T67,ATAD3A
1733,H0Y3K4;Q96EV2;B4DVQ2,RBM33
1734,H0Y449;P67809;Q6PKI6;Q7KZ24;A0JLU4,YBX1
1735,H0Y512;Q9HDC9,APMAP
1736,H0Y714;Q96G21;E7ENR5;B9A008;B8ZZ47,IMP4
1737,H0Y993;P35659;B4DFG0;A0A494C028;B4DNW3;A0A494C198;H0Y8X0,DEK
1738,H0Y9Q1;V9HW38;P28838;B4DQG5,LAP3;HEL-S-106
1739,H0Y9X1;Q96EY4;D6RA57;B7Z504,TMA16
1740,P28347;H0YE88;H0YEJ9;E9PKB7;Q59EF3;Q15561;Q53GI4;A0A0A0MRF3,TEAD1;TEAD4
1741,H0YG54;H0YGR4;Q9Y3B8;F5GYG5,REXO2
1742,H0YLP6;H0YMF4;H0YKD8;P46779;Q59F34,RPL28
1743,Q04726;H0YL70;H0YKN8;H0YKT5;Q6PRX2;Q6PRX3;H0YNT2;A0A0D9SES8;F5H7D6;B3KUA2;H0YNI7;B4E2W3;B3KM67,TLE3
1744,H0YLB7;H0YKU8;Q6JHV3;H0YMI4;Q9Y6I4;B3KMX7;Q498Y2;Q9Y2R8;B4DWJ6,USP3
1745,Q15650;H0YL91,TRIP4
1746,H0YME5;Q9P2K8,EIF2AK4
1747,H0YMF9;H0YN81;Q9GZS3;B4E387;H0YL19,WDR61
1748,H0YMV8;Q71UM5;C9JLI6,RPS27L
1749,H3BLU7;V9HWA2;O43488;A0A499FJT0;Q8NHP1;B4DZX4;H7C5H7,AKR7A2;HEL-S-166mP;AKR7L
1750,H3BNC9;P08708;H0YN88;A0A075B716,RPS17
1751,H3BSB3;H3BNT4;Q53HB4;Q99547,MPHOSPH6
1752,H3BPE1;H3BQK9,MACF1
1753,H3BRG4;P22695;H3BSJ9;H3BP04,UQCRC2
1754,Q5JPH6;H3BTB7;O14563,EARS2;A-735G6.3
1755,H3BUF6;Q8WWM7;A0A024QZC0;A0A024QZB7;A0A024QZ91;H3BSK9,ATXN2L
1756,I3L0U5;H6QX63;Q6PK04,CCDC137
1757,H6VRG0;H6VRF8;H6VRG1;P04264;H6VRG3;H6VRF9,KRT1
1758,H7BXF4;B4E0T5,SMPD4
1759,Q6IB29;H7C2Q8;Q99848;B4DHA6;B4DRX8,EBNA1BP2
1760,H7C3P7;P11233,RALA
1761,H7C4X9;A0A087WYS3;A0A087WVZ6,ZMYND8
1762,H9ZYJ2;P10599,TXN
1763,I3L1P8;Q6IBH0;Q02978,SLC25A11
1764,Q96CP2;I3L1Y9;I3L4I0,FLYWCH2
1765,I3L397;I3L504;P63241;Q6IS14,EIF5A;EIF5AL1
1766,I3VM54;I3VM53;Q9Y2K7,KDM2A
1767,I4AY87;P14174,MIF
1768,I6L9E8;Q8NCA5;E9PH82;B4DT23;B4DY25;B3KTW4,FAM98A
1769,Q92541;I7GPQ7;H0YKX1,RTF1
1770,J3KN87;O14757;E7EPP6;B4DT73,CHEK1
1771,J3KNN5;Q9UJV9;Q53HI2;B3KRK2,DDX41
1772,J3KNQ4;Q9NVD7;B7Z952;E9PS97,PARVA
1773,J3KNV1;O60281,ZNF292
1774,Q9NXW2;J3KPS0;V9GYN7,DNAJB12
1775,V9HWN7;J3KPS3;P04075;H3BQN4;H3BUH7;H3BPS8;H3BR04;H3BMQ8;A0A0M4FNU3,HEL-S-87p;ALDOA
