Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
P09914	P09914	Interferon-induced protein with tetratricopeptide repeats 1	IFIT1	0	0	0	0	0	0	0	0	0	0	35667	39832	36000	19488	25655	19459	39028	30590	16874	34795	10925	12354	11087	14183	16875	12501	12900	20958	14327	19970	0	9893500	4421900
O14879;Q5T765;B4DLS7	O14879;Q5T765;B4DLS7	Interferon-induced protein with tetratricopeptide repeats 3	IFIT3	3681.4	0	0	0	0	0	0	0	0	0	56819	37878	43121	48188	28338	23579	40619	40061	25233	46297	5550.5	0	5156	0	3995.2	3920.9	4991.3	0	5081	3624	2085200	12746000	4399700
Q13325	Q13325	Interferon-induced protein with tetratricopeptide repeats 5	IFIT5	213900	208580	115920	134870	174670	118090	293000	235950	193390	177040	819230	543430	564630	597590	548200	469160	675560	591380	332990	710540	636130	469660	528470	596410	587170	419190	513070	602580	546550	575840	88421000	365490000	234080000
E9PS44;H9NL19;H9NKY4;Q01628;R4GNG9;H9NL12	E9PS44;H9NL19;H9NKY4;Q01628;R4GNG9;H9NL12	Interferon-induced transmembrane protein 3	IFITM3	5907	4895.3	1831	3107.7	3918.7	3510.4	5387.9	7423.1	0	3694.2	0	0	0	0	0	0	0	0	0	0	32487	0	0	0	11042	17794	0	12524	0	0	10051000	0	11857000
B7ZKK7;P19525;Q8IW76;Q05CP4;Q6PK38;F8WBH4;C9JZT2	B7ZKK7;P19525;Q8IW76;Q05CP4	"Interferon-induced, double-stranded RNA-activated protein kinase"	EIF2AK2	2125300	1918100	1194700	1600400	1489900	861210	2035300	2194000	2024400	1671200	4087800	2944300	2861900	3145700	2928600	2239800	3276500	2958000	1465900	3593500	2101500	1407100	1799000	1807700	1607300	1077800	1213600	1719100	1755200	1548500	783010000	1965800000	1327400000
O75569;G5E9Q4;F8WEG8;C9JMM3;B4DJC7	O75569;G5E9Q4	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	PRKRA	352800	317680	206120	247440	223630	201240	367350	364280	348250	274450	687070	644790	568410	669850	567150	352330	626300	654230	343680	772920	564770	443600	545770	491010	480620	442750	472060	545710	520080	561010	268600000	872110000	618770000
A4D0U1;O00458;C9JA65;Q75M98;Q75M99;E9PMY4;C9JNM6;C9JLG5;Q75MS4	A4D0U1;O00458;C9JA65;Q75M98;Q75M99;E9PMY4;C9JNM6	Interferon-related developmental regulator 1	IFRD1	112630	101630	70895	84882	64291	51835	71983	75182	94763	89520	0	10181	0	0	4686.2	2779.7	0	9951.1	2935.6	0	31349	33988	0	31258	2320.3	0	0	0	0	28328	26797000	8945000	51892000
Q5TZV8;B3KQD7;A0A0R4J2F6;Q12894;H7C444;H7C2Z4	Q5TZV8;B3KQD7;A0A0R4J2F6;Q12894;H7C444	Interferon-related developmental regulator 2	IFRD2	130820	68462	52540	85655	80742	46953	120710	122960	110800	92394	103720	96191	88928	94969	74483	44882	82809	84579	75397	103420	105050	70235	100020	99159	94081	83492	63729	126420	111930	121150	45815000	27497000	55753000
Q9H9L3	Q9H9L3	Interferon-stimulated 20 kDa exonuclease-like 2	ISG20L2	139470	124030	57939	96424	116420	67007	93487	104590	86158	77712	404580	293500	196550	207070	177970	160340	173320	193890	149910	228940	609540	522410	434250	461510	362030	389960	355270	487480	431300	472480	36981000	69408000	80731000
B4DY09;F4ZW62;Q12905;Q53FG3;F4ZW63;X6R6Z1;A0A0A0MRL0	B4DY09;F4ZW62;Q12905;Q53FG3;F4ZW63	Interleukin enhancer-binding factor 2	ILF2	7018300	5482900	3613700	4672900	3878500	3013000	6123700	5715100	5086500	5052200	12608000	8755100	7362300	7921000	7088800	4996500	7270800	9051800	7442800	9837600	8264000	6130600	5959100	6854700	4616300	4963500	5337800	6128400	6034800	7365100	9023700000	20148000000	13410000000
F4ZW66;Q12906;A0A024R7C7;F4ZW65;F4ZW64;A8K590;B4DFG4;Q59GP7;B4DDF3;K7EKJ9;K7ER69;K7EQR9;K7EKY0;K7EJ09;K7EM82;K7ENK6;K7ERM6;K7EPG3;K7ELV3;K7EQ75	F4ZW66;Q12906;A0A024R7C7;F4ZW65;F4ZW64;A8K590;B4DFG4	Interleukin enhancer-binding factor 3	ILF3	12803000	10316000	6625100	9157500	7186200	5433300	9247400	12288000	8473000	9792500	29508000	20996000	19967000	17249000	15005000	8392000	18326000	15700000	9629400	22002000	19148000	14804000	14701000	15306000	11216000	10833000	12348000	13908000	16877000	16569000	7816900000	16278000000	15129000000
H7C224;D3YTB5;P51617;H7C2I6;H7C3C1;F8WAB6;H7C3G8;F6U4U2;B4DZU0;P51955	H7C224;D3YTB5;P51617	Interleukin-1 receptor-associated kinase 1	IRAK1	55489	62261	30816	58120	60043	36314	71586	69810	46173	57293	299140	220060	202970	215960	195960	180430	205190	261030	161760	257790	120790	88016	127820	125000	84715	70525	86400	113930	109480	108830	33742000	80560000	49430000
Q7Z6A8;Q69FE3;B2RAP9;Q9NWZ3;Q7Z6A7;A0A0R4J2F4;B4E359;F8VR40;F8VW24;F8VVZ1	Q7Z6A8;Q69FE3;B2RAP9;Q9NWZ3;Q7Z6A7;A0A0R4J2F4;B4E359	Interleukin-1 receptor-associated kinase 4	IRAK4	4786.3	8879.7	7142.5	6536.9	7214.7	3980.3	8224.6	8045.8	2510.5	4857.5	155270	72481	89912	107510	90496	79366	111580	110640	55669	103330	98746	84635	85324	95991	51045	73265	71031	95896	75915	65572	4605700	31455000	35392000
B2RCY7;Q9HB29	B2RCY7;Q9HB29	Interleukin-1 receptor-like 2	IL1RL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0N0L2;A0A0A0N0L5;Q17RA0;P40189;A0A494BZU0;D6RH03;Q5FC05	A0A0A0N0L2;A0A0A0N0L5;Q17RA0;P40189;A0A494BZU0	Interleukin-6 receptor subunit beta	IL6ST	225570	140200	94832	118150	136890	96970	126050	223690	154090	151540	550620	315210	321330	326450	373590	192570	369360	385890	285160	456120	359640	216590	191750	227700	215720	206260	167200	274980	226530	257590	89934000	263590000	186930000
H0Y4W3;Q5TF58;H3BQV1;A0A087WZ16;Q0D2I5	H0Y4W3;Q5TF58;H3BQV1;A0A087WZ16;Q0D2I5	Intermediate filament family orphan 2;Intermediate filament family orphan 1	IFFO2;IFFO1	0	0	0	0	0	0	0	0	0	0	14577	9900.4	9201.5	9890	5444.5	8426.6	10726	9023.2	4067.8	7785	21756	22686	18920	22296	20169	21037	14958	15282	15411	20944	0	2964500	13229000
Q15811;A0A2X0TVY8;Q14BD4;A7XZY7;F8W7U0;Q2LAE2;Q0PW96;D6PAV9;CON__ENSEMBL:ENSBTAP00000001528;A8CTZ0;Q7Z328;Q6PD56;Q6GMY7;C9JQZ7;D6PAW0;Q8IWH9;Q7Z453;Q86VI9;H7C429;H0Y523;Q6J333;D6PAW2;C9J1A4;H7C3F1	Q15811;A0A2X0TVY8;Q14BD4;A7XZY7;F8W7U0;Q2LAE2;Q0PW96;D6PAV9;CON__ENSEMBL:ENSBTAP00000001528;A8CTZ0;Q7Z328;Q6PD56;Q6GMY7	Intersectin-1	ITSN1;DKFZp686J17173	974930	995370	567090	699830	750450	503740	989740	1034900	838210	976180	1757900	1167000	1084700	940570	927640	831660	1102500	1131800	749480	1304800	1671900	1417400	1378300	1555500	1302700	1273400	1243700	1568500	1521900	1600600	448380000	806400000	807880000
A6H8W8;A0A2X0SSM1;A0A087WVF7;Q9NZM3;Q53TK4;E7EPJ2;Q53TM3;H7BZD4;F8W719;H7C3E2	A6H8W8;A0A2X0SSM1;A0A087WVF7;Q9NZM3;Q53TK4	Intersectin-2	ITSN2	818120	734840	473060	657890	614700	411690	845450	992050	679150	675010	1484000	979210	917910	949250	1040400	721320	1181600	1210800	833500	1290100	1135900	807710	839120	835050	730280	787120	723940	1012000	921710	982910	264750000	582080000	537460000
Q53G97;B4DN15;Q5TZP0;Q53G96;Q53FK3;P03956;Q53G75;Q53G95;B4DW26;Q96DZ4;A5GZ69	Q53G97;B4DN15;Q5TZP0;Q53G96;Q53FK3;P03956;Q53G75;Q53G95;B4DW26;Q96DZ4	Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase	MMP1	99106	69910	29120	50724	53985	49598	70924	93892	89537	80517	488230	280200	331310	355780	258230	197060	314970	374260	328900	402630	202760	100450	155770	147380	84167	99431	74939	137020	123070	145290	22110000	89317000	56706000
Q5JVS0;B3KNW5;B3KRA3	Q5JVS0	Intracellular hyaluronan-binding protein 4	HABP4	140820	109320	68279	89076	55924	36286	108600	105100	129110	93367	472070	266300	251380	304330	234610	212270	338330	324410	178280	292620	116260	78258	119560	104760	61830	63922	84604	126710	129820	97096	69828000	143770000	101580000
Q9HBG6;Q7L8K0;B4DST2;Q9H7P3;Q9H9Z0;B3KMY4;Q8NDL0;Q9NUW6;B3KVL1;B3KT43;B3KUD1;H0Y9I6;H0Y978;H0Y9Q2;B4DGB7;H0Y9E1;D6R8Z2;H0YAG6;D6RIB5;H0Y8I2;H0Y9E5;D6RAF7;H0YAG9	Q9HBG6;Q7L8K0;B4DST2;Q9H7P3;Q9H9Z0;B3KMY4;Q8NDL0;Q9NUW6;B3KVL1	Intraflagellar transport protein 122 homolog	IFT122;DKFZp434K016;FLJ00025;DKFZp434O139	220660	218620	133890	205780	194900	123050	257020	211890	214760	185670	507020	355170	413160	353420	372900	285360	403290	550850	296770	508260	124530	133990	134520	132360	94630	112460	95665	158000	123950	155030	79658000	156830000	68462000
Q96RY7;B4DQZ8;B4DR58;B3KNW3;I3L0Y8	Q96RY7;B4DQZ8;B4DR58	Intraflagellar transport protein 140 homolog	IFT140	77321	85692	47648	70959	67180	44200	98397	106640	80043	77063	261860	197380	220040	192070	187540	182720	263990	305520	121980	275230	195920	127620	158480	159550	128780	136100	124700	187060	146730	158400	24463000	80123000	48809000
Q9UG01;F5GZ56;B4DS51;B3KP68;H0YAI8;H7C161;H7C252;H7C186;B4E3C1	Q9UG01	Intraflagellar transport protein 172 homolog	IFT172	112680	136720	88669	96357	102700	71392	175110	164170	118470	123010	466670	398600	344920	359070	374380	265610	478630	417390	224880	494910	454560	323800	395130	404950	378030	336410	286860	385410	401930	410820	79127000	132050000	150780000
A0A024QZ08;Q8IY31;J3QR43;J3QRC6	A0A024QZ08;Q8IY31;J3QR43;J3QRC6	Intraflagellar transport protein 20 homolog	IFT20	3687.1	8018.3	0	7961.2	0	0	9643.3	12747	14345	6561.9	33535	55564	22022	7563.5	31842	17911	16172	28476	0	26120	20305	7632	18215	8769.4	17448	16828	7680.3	26172	17356	18472	9767000	12928000	3164800
B7Z2E8;A8K889;A0A024QYV3;Q9H7X7	B7Z2E8;A8K889;A0A024QYV3;Q9H7X7	Intraflagellar transport protein 22 homolog	RABL5;IFT22	0	0	0	0	0	0	0	5144.6	0	0	0	17946	25390	0	27513	11442	11503	16243	24477	0	0	5031.7	0	0	0	0	0	5263.6	5794.2	0	14527000	80954000	0
Q9Y547;A6NIR2;X6R7Y7	Q9Y547;A6NIR2;X6R7Y7	Intraflagellar transport protein 25 homolog	HSPB11	146590	161080	75715	154600	119380	78246	204300	190390	166650	162460	367250	263270	355780	333150	257820	147830	488340	245260	128490	409710	371540	301340	258180	349960	255470	194540	285800	376050	277050	322420	114670000	140190000	168050000
F5GZ09;Q9BW83;B1AH58;H0Y6C7;I7FU17;B1AH56	F5GZ09;Q9BW83;B1AH58;H0Y6C7;I7FU17	Intraflagellar transport protein 27 homolog	IFT27	84274	103480	47610	80929	63022	29768	111210	83999	92723	115880	425220	315770	301800	292660	360350	253900	402810	370250	265340	422260	233980	230000	192160	242570	250020	184190	218040	216130	166100	263440	36394000	136970000	77483000
A0A024R6A9;Q96FT9	A0A024R6A9;Q96FT9	Intraflagellar transport protein 43 homolog	hCG_2028821;IFT43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141210	98221	171180	201640	91278	88357	136230	132780	157190	138230	0	0	15489000
E9PMR8;E9PR06;A0A024R3G9;E9PKW0;E9PRT0;E9PSB9;Q9NQC8	E9PMR8;E9PR06;A0A024R3G9;E9PKW0;E9PRT0;E9PSB9;Q9NQC8	Intraflagellar transport protein 46 homolog	IFT46;C11orf60	41588	29098	12767	22077	25331	26223	39694	35580	25590	36245	0	0	0	0	0	0	0	0	0	0	17295	6187.3	22283	22729	8623.1	21086	8646.8	22172	17031	25095	5013200	0	7379200
Q9Y366;B4DXC7	Q9Y366	Intraflagellar transport protein 52 homolog	IFT52	21735	19103	10051	13448	11161	11041	28413	27042	17669	9125.9	95587	48152	52230	67795	87115	42267	73394	74444	68473	99121	45696	38935	34449	37785	31522	25503	29695	49721	40710	37779	20392000	33580000	49764000
B7Z2T3;B7Z6R6;A0AVF1;F8WEZ4;Q96CU4;B7Z1H0	B7Z2T3;B7Z6R6;A0AVF1;F8WEZ4;Q96CU4;B7Z1H0	Intraflagellar transport protein 56	TTC26	97199	78970	48271	58373	47713	43650	105440	89132	88506	68407	359440	201530	243270	227630	274520	202650	238990	225220	64980	258570	200110	154110	174120	148080	169500	148090	129220	157350	185940	182220	12437000	13854000	20723000
Q9NWB7;B4DQL5;C9JB84	Q9NWB7;B4DQL5	Intraflagellar transport protein 57 homolog	IFT57	53392	35112	22537	31066	28469	19833	39973	34856	47151	43730	91791	88449	73701	70987	68538	58748	80604	102220	93020	77621	45547	31642	39691	33041	32121	34208	27725	45807	33990	32314	14161000	58309000	12783000
A0PJM7;Q96LB3;Q8IUV3;A0A3B3IT46;E5RIF0;E5RH29;E5RGX6	A0PJM7;Q96LB3;Q8IUV3	Intraflagellar transport protein 74 homolog	IFT74	31746	30113	26422	30381	34128	21604	47628	28886	37436	34793	175700	211270	184430	183060	184490	142260	221320	206140	132840	269830	124380	108340	106840	127180	110450	112170	96134	136400	117280	140600	25137000	96449000	50719000
Q9P2H3;C9JSB1;C9J627;F8WCB0;C9J6G8;C9J6I5;H7C5M3;C9JUI1;C9JUJ1;H7C4K6;C9IZR2	Q9P2H3;C9JSB1;C9J627	Intraflagellar transport protein 80 homolog	IFT80	31537	43247	35688	29023	33839	30503	40002	63836	52525	27323	173310	111040	128690	91718	140790	95074	113230	103830	95279	166030	172900	133200	133370	181820	138020	132750	102280	167720	138620	170310	18483000	33455000	34190000
A8K4S8;A0A024RBJ1;Q8WYA0;H0YHE2;F8W1J4;Q05DP9;H0YIR4	A8K4S8;A0A024RBJ1;Q8WYA0;H0YHE2	Intraflagellar transport protein 81 homolog	IFT81	72093	68138	38783	46769	59927	46272	81136	81975	52521	65334	304440	217170	209710	218520	218620	150590	262440	253640	141500	313690	1429800	996960	927250	1354500	1054500	1060200	1140500	1611800	1117700	1003400	24602000	98504000	4826100000
A0A140VJL7;A0A024RDN1;Q13099;B3KX42;F5H6C2;Q6MZX0;B4E1I2	A0A140VJL7;A0A024RDN1;Q13099;B3KX42	Intraflagellar transport protein 88 homolog	IFT88	24110	29598	12832	24011	22914	10500	33976	23746	20718	20567	128820	92577	94192	73508	119440	97350	110480	97148	63276	150080	63344	58652	80985	96158	86497	52245	50337	99466	93176	97666	10618000	48801000	24336000
A8K6F0;A0A024R9L1;O60306;B0AZM4;H0YH15;H0YLN9	A8K6F0;A0A024R9L1;O60306;B0AZM4	Intron-binding protein aquarius	AQR	911990	974870	561520	810970	690600	558140	1104300	1111500	811950	900500	3250300	2402600	1921000	1880700	1815500	1603500	2347200	2276200	1581700	2586200	1779100	1723700	1301300	1781400	1322800	1372200	1455100	2084900	1950900	2028200	735560000	1766100000	1294200000
Q27J81;A0A0A0MQU1	Q27J81;A0A0A0MQU1	Inverted formin-2	INF2	931590	967230	728320	837360	831120	572530	1280200	1141300	919890	945550	3591500	2879600	2735900	2615100	2590400	1975300	3174700	2976800	2085000	3238400	2083300	1687600	1731800	1977500	1647400	1579100	1508400	1969200	1646200	1764300	632040000	1567800000	1183700000
Q8N2Y8;B4DGQ5;B4DSL8	Q8N2Y8	Iporin	RUSC2	9242.2	15429	7912.3	15714	6149	9217	14586	13271	12475	14324	43004	39485	31696	48058	26855	31365	38722	45647	22928	33572	15766	13446	8212.9	13129	9722.6	12186	8312.8	9388.1	7957.1	10578	1186300	7179900	2702100
Q15051;C9JXD7;C9J6Z7;C9JVC4	Q15051;C9JXD7	IQ calmodulin-binding motif-containing protein 1	IQCB1	7682.1	6423.2	2495.7	4806.8	3990.7	7126	0	9777.6	0	4165.9	20579	39464	20430	25426	20789	19786	26858	24215	20264	36780	12933	17149	8427.3	11645	13571	9192	0	10189	4592.3	17461	1695100	16622000	10406000
A0A2R8Y7T6;B4DGC5;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3;A0A1W2PRJ5;A0A1W2PR28;Q5JU85;A0A0G2JLG2;Q9UPP2;A0A1W2PPU7	A0A2R8Y7T6;B4DGC5;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3	IQ motif and SEC7 domain-containing protein 1	IQSEC1	137370	142080	77754	114180	110770	70999	146010	151980	118850	116120	691430	436630	433770	464000	493720	391010	512630	579360	366920	605620	415870	335240	359180	376950	354520	313530	286090	444040	352850	354980	56057000	162440000	95067000
D3DW85;P48200	D3DW85;P48200	Iron-responsive element-binding protein 2	IREB2	307130	271270	206960	196200	165550	142240	244860	322130	221990	227100	1346700	1319000	891320	669670	624300	648100	971760	767540	600000	1177200	16932	28480	0	29997	22364	11310	0	34292	31179	30134	276950000	741540000	0
Q86U28;J3QSS7	Q86U28;J3QSS7	"Iron-sulfur cluster assembly 2 homolog, mitochondrial"	ISCA2	49706	26690	19997	19145	23867	15260	30918	31005	29352	19325	68575	57796	62273	64726	52257	38151	27275	47960	39902	43480	62508	25230	36378	34704	27557	41345	29875	51034	41858	37749	20360000	44968000	3916100
F5H5N2;B4DNC9;B4DDI1;B3KQ30;Q9H1K1;B1P7G3;A0A024RBI3	F5H5N2;B4DNC9;B4DDI1;B3KQ30;Q9H1K1;B1P7G3;A0A024RBI3	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	ISCU;NIFUN	29448	22527	19643	22768	24344	16889	26676	35882	23146	23367	91683	52276	58430	50162	72686	9143.6	57471	80512	42725	78418	141420	96347	102970	122670	89490	83382	87298	101810	121680	97621	6995400	16613000	15565000
X5D2R5;Q8TB37;H0YHR7;F8W061;B4DWB0;X5D995;X5DR74;B3KSK2;F8W0A2	X5D2R5;Q8TB37;H0YHR7;F8W061;B4DWB0;X5D995;X5DR74	Iron-sulfur protein NUBPL	NUBPL	12547	0	0	2571.2	4657.5	3831.2	12448	17421	10992	4284.5	113950	101850	86885	65386	65734	19937	65088	90145	82457	110470	8253.2	9089.8	11828	10997	6156.7	4590.8	5439.5	11948	9527.7	9143.7	2199500	38216000	4953000
H7C5G1;Q6NVV8;Q05D21;A0A140VJL6;Q2TAA2;Q6PCA9;C9JDY4;C9J5J2;C9JE02	H7C5G1;Q6NVV8;Q05D21;A0A140VJL6;Q2TAA2;Q6PCA9	Isoamyl acetate-hydrolyzing esterase 1 homolog	IAH1	50961	32167	9421.1	30857	15115	18172	57854	40158	36965	32331	65157	51974	64390	39020	35804	35734	46992	61028	39051	47684	25356	11978	26960	25412	28466	16329	23951	8858.2	21588	41498	14128000	51058000	11620000
Q96CN7;D6RGE2;Q9Y3B5	Q96CN7;D6RGE2;Q9Y3B5	Isochorismatase domain-containing protein 1	ISOC1	154010	173840	95819	133140	109590	88521	173670	167450	159560	159400	555490	343940	291380	364960	310520	260150	364600	388700	262960	413830	141170	134020	90727	127020	132150	105480	89469	145830	104530	108200	54050000	115400000	59020000
B4DJB4;H0YL72;B4DSY4;P50213;H0YMU3;Q53GF8;H0YLI6;B7Z9J8;H0YM64;H0YKD0	B4DJB4;H0YL72;B4DSY4;P50213;H0YMU3;Q53GF8;H0YLI6;B7Z9J8	"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"	IDH3A	99847	85925	63457	64268	85646	48863	110690	96046	121420	98966	424630	271820	225730	307680	312710	187960	284770	335910	164870	285700	34468	26154	16499	20005	15913	11411	10733	20415	15586	18597	27340000	144220000	11190000
A0A087X2E5;A0A087WZN1;O43837;L0R875;A0A0D9SG66;Q9UIC5	A0A087X2E5;A0A087WZN1;O43837;L0R875	"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3B	104960	59512	49900	69817	46390	45054	82684	97895	95788	70501	236440	105170	137760	166000	137480	67803	150900	165020	104190	116090	147800	112860	107250	145150	76057	78097	90629	158390	128310	154360	33180000	53947000	46332000
H7C1W2;E9PF84;O15384;G5E9Q7;D3DWV9;E7EQB8;P51553;O15385;H0Y5Q7	H7C1W2;E9PF84;O15384;G5E9Q7;D3DWV9;E7EQB8;P51553	"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3G;hCG_2004980	3582.4	0	0	0	0	0	0	4312.1	0	0	144980	86638	103130	131080	94218	90723	99136	127850	118720	111280	82468	63946	84501	79279	54633	77062	63572	60623	61079	88396	5796900	44621000	23675000
Q53GL5;P48735;Q13584;B4DSZ6;H0YL11	Q53GL5;P48735;Q13584;B4DSZ6;H0YL11	"Isocitrate dehydrogenase [NADP], mitochondrial;Isocitrate dehydrogenase [NADP]"	IDH2	946030	515320	362450	567150	424890	288460	763080	688980	650790	597720	2960100	1353800	1651800	2029100	1421900	951580	1744200	2097900	1543800	2209300	1569500	687020	910140	1273200	912330	541430	645130	1149100	1137000	930680	201230000	603720000	406430000
V9HWJ2;V9HW78;O75874;Q0QER2;Q6FI37;B2R5M8;Q6FIA4;C9J4N6;B4DXS4;C9JJE5;C9JLU6;A0A0A0U6N4	V9HWJ2;V9HW78;O75874;Q0QER2;Q6FI37;B2R5M8;Q6FIA4;C9J4N6	Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP] cytoplasmic	HEL-S-26;HEL-216;IDH1	647060	532170	310500	411420	454790	336230	745920	562490	659290	508030	2106300	1364300	1717200	1909400	1490500	1319700	2054500	1713700	1041800	1896100	303380	264920	300120	315150	222260	240830	203050	333760	250920	255350	205690000	665990000	189360000
Q59G75;P41252;A0A0A0MSX9;J3KR24;Q7Z3U5;Q7Z355;Q6P0M4;B4DVX2;Q7L4K8;Q9P1N9;Q5TCD1;Q5TCC6;Q5TCC9	Q59G75;P41252;A0A0A0MSX9;J3KR24;Q7Z3U5;Q7Z355;Q6P0M4;B4DVX2	"Isoleucine--tRNA ligase, cytoplasmic"	IARS;DKFZp686L0869;DKFZp686L17145	5764400	6251500	3813600	6000200	4373300	3399500	7555000	6919000	5006300	5059400	14603000	11454000	11495000	11959000	11822000	9500500	13517000	12744000	8131400	13181000	8733900	7537500	7798200	9064000	7154200	7527200	6992400	9894500	7814700	9000800	6629800000	11898000000	10305000000
A8K5W7;Q9NSE4	A8K5W7;Q9NSE4	"Isoleucine--tRNA ligase, mitochondrial"	IARS2	177240	120890	69678	133470	90278	82844	199240	189360	143300	97738	435570	274170	306400	326200	310590	207240	310690	338140	217810	376340	386110	288310	308000	396410	311180	238710	249530	390100	318730	274220	87841000	212600000	158390000
Q13907;C9JD53;C9JKM8	Q13907	Isopentenyl-diphosphate Delta-isomerase 1	IDI1	78088	85359	42764	55583	37411	37779	113220	80197	85559	79786	717300	617170	769880	683420	594660	402860	620540	703770	494540	772080	137330	158900	134100	151180	158600	109760	121790	137470	94430	204470	36452000	284210000	113630000
A0A0S2Z4K7;A0A384MR53;A0A0A0MT83;A0A2L0RI93;A0A2L0RI88;A0A2L0RI76;P26440;H7C4G6;A0A2L0RIE3;H0YKV0;H0YLC3;H0YN10	A0A0S2Z4K7;A0A384MR53;A0A0A0MT83;A0A2L0RI93;A0A2L0RI88;A0A2L0RI76;P26440;H7C4G6;A0A2L0RIE3;H0YKV0;H0YLC3	"Isovaleryl-CoA dehydrogenase, mitochondrial"	IVD	19537	19491	10852	10308	10054	12336	17171	27811	22235	14244	59438	54065	22014	39135	61957	47836	61145	55423	39861	43490	38956	35289	31973	39269	19821	32675	21875	46969	32665	50795	2975900	47948000	18964000
A8K5S3;P53990;H3BMU1;H3BUI0;H3BQF7;B4DLP1;B4DM80;F5GXM3;B4DHF3;J3KR23;H3BRE2;H3BPP6;B4DXC9	A8K5S3;P53990;H3BMU1;H3BUI0;H3BQF7;B4DLP1;B4DM80;F5GXM3;B4DHF3;J3KR23	IST1 homolog	IST1	623780	544190	336040	427370	422930	298690	579730	666610	574260	482040	911410	644200	635720	632610	609030	332960	647260	663500	312640	744980	223720	160840	170910	181640	183850	180640	189630	202600	211300	204500	92906000	402780000	158870000
Q9Y4A0	Q9Y4A0	Jerky protein homolog-like	JRKL	4283	10397	6403	5636.9	4933.5	3947.1	9368.4	12159	4730.8	9212.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127080000	0	6232900
A0A0S2Z487;A0A024R1X8;P14923;A0A0S2Z495;C9JTX4;C9J826;C9JK18;C9JKY1;Q7KZ86	A0A0S2Z487;A0A024R1X8;P14923	Junction plakoglobin	JUP	221750	164330	128480	155700	179810	82622	223040	226370	192350	165140	519170	318930	291360	344780	259190	245560	317360	445070	262090	476260	537440	397030	429980	455970	392150	341340	292460	551360	452130	587410	84137000	288560000	160220000
H0YEX9;P57087	H0YEX9;P57087	Junctional adhesion molecule B	JAM2	5964.5	4147.2	0	0	0	0	2281.9	3316.4	2639.9	0	15421	4361.7	8196.5	8589.5	5101.4	8169.9	8452.7	7734.1	5391.5	9975.4	5176.7	3698.4	2247.3	0	2504.1	6363.7	6659.5	6815.4	4901.8	10071	5692000	14647000	5896800
Q9BX67	Q9BX67	Junctional adhesion molecule C	JAM3	119790	106020	65085	66508	93873	63961	112670	133950	123200	114910	27227	37924	43930	27926	27057	26446	39351	47017	34131	46586	77657	57788	73278	57341	59026	49764	47028	104210	64094	65352	50532000	28937000	61384000
Q9P266	Q9P266	Junctional protein associated with coronary artery disease	KIAA1462	234510	226100	172510	220420	247580	170370	249910	287660	227300	225340	1312200	916680	807070	769370	999610	587730	803710	897110	514080	1048800	721010	533970	549520	617490	497930	510230	460660	721460	625560	701930	149230000	600420000	359580000
